Date,Close,Change,Max,Min
02/07/2024,"""146.68""","""1.27""","""192.66""","""83.49"""
02/08/2024,"""147.22""","""0.54""","""192.66""","""83.49"""
02/09/2024,"""150.22""","""3.00""","""192.66""","""83.49"""
02/12/2024,"""148.73""","""-1.49""","""192.66""","""83.49"""
02/13/2024,"""146.37""","""-2.36""","""192.66""","""83.49"""
02/14/2024,"""147.14""","""0.77""","""192.66""","""83.49"""
02/15/2024,"""143.94""","""-3.20""","""192.66""","""83.49"""
02/16/2024,"""141.76""","""-2.18""","""192.66""","""83.49"""
02/20/2024,"""142.20""","""0.44""","""192.66""","""83.49"""
02/21/2024,"""143.84""","""1.64""","""192.66""","""83.49"""
02/22/2024,"""145.32""","""1.48""","""192.66""","""83.49"""
02/23/2024,"""145.29""","""-0.03""","""192.66""","""83.49"""
02/26/2024,"""138.75""","""-6.54""","""192.66""","""83.49"""
02/27/2024,"""140.10""","""1.35""","""192.66""","""83.49"""
02/28/2024,"""137.43""","""-2.67""","""192.66""","""83.49"""
02/29/2024,"""139.78""","""2.35""","""192.66""","""83.49"""
03/01/2024,"""138.08""","""-1.70""","""192.66""","""83.49"""
03/04/2024,"""134.20""","""-3.88""","""192.66""","""83.49"""
03/05/2024,"""133.78""","""-0.42""","""192.66""","""83.49"""
03/06/2024,"""132.56""","""-1.22""","""192.66""","""83.49"""
03/07/2024,"""135.24""","""2.68""","""192.66""","""83.49"""
03/08/2024,"""136.29""","""1.05""","""192.66""","""83.49"""
03/11/2024,"""138.94""","""2.65""","""192.66""","""83.49"""
03/12/2024,"""139.62""","""0.68""","""192.66""","""83.49"""
03/13/2024,"""140.77""","""1.15""","""192.66""","""83.49"""
03/14/2024,"""144.34""","""3.57""","""192.66""","""83.49"""
03/15/2024,"""142.17""","""-2.17""","""192.66""","""83.49"""
03/18/2024,"""148.48""","""6.31""","""192.66""","""83.49"""
03/19/2024,"""147.92""","""-0.56""","""192.66""","""83.49"""
03/20/2024,"""149.68""","""1.76""","""192.66""","""83.49"""
03/21/2024,"""148.74""","""-0.94""","""192.66""","""83.49"""
03/22/2024,"""151.77""","""3.03""","""192.66""","""83.49"""
03/25/2024,"""151.15""","""-0.62""","""192.66""","""83.49"""
03/26/2024,"""151.70""","""0.55""","""192.66""","""83.49"""
03/27/2024,"""151.94""","""0.24""","""192.66""","""83.49"""
03/28/2024,"""152.26""","""0.32""","""192.66""","""83.49"""
04/01/2024,"""156.50""","""4.24""","""192.66""","""83.49"""
04/02/2024,"""155.87""","""-0.63""","""192.66""","""83.49"""
04/03/2024,"""156.37""","""0.50""","""192.66""","""83.49"""
04/04/2024,"""151.94""","""-4.43""","""192.66""","""83.49"""
04/05/2024,"""153.94""","""2.00""","""192.66""","""83.49"""
04/08/2024,"""156.14""","""2.20""","""192.66""","""83.49"""
04/09/2024,"""158.14""","""2.00""","""192.66""","""83.49"""
04/10/2024,"""157.66""","""-0.48""","""192.66""","""83.49"""
04/11/2024,"""160.79""","""3.13""","""192.66""","""83.49"""
04/12/2024,"""159.19""","""-1.60""","""192.66""","""83.49"""
04/15/2024,"""156.33""","""-2.86""","""192.66""","""83.49"""
04/16/2024,"""156.00""","""-0.33""","""192.66""","""83.49"""
04/17/2024,"""156.88""","""0.88""","""192.66""","""83.49"""
04/18/2024,"""157.46""","""0.58""","""192.66""","""83.49"""
04/19/2024,"""155.72""","""-1.74""","""192.66""","""83.49"""
04/22/2024,"""157.95""","""2.23""","""192.66""","""83.49"""
04/23/2024,"""159.92""","""1.97""","""192.66""","""83.49"""
04/24/2024,"""161.10""","""1.18""","""192.66""","""83.49"""
04/25/2024,"""157.95""","""-3.15""","""192.66""","""83.49"""
04/26/2024,"""173.69""","""15.74""","""192.66""","""83.49"""
04/29/2024,"""167.90""","""-5.79""","""192.66""","""83.49"""
04/30/2024,"""164.64""","""-3.26""","""192.66""","""83.49"""
